,TICKET_CARRIER,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,avg_price_0,avg_price_1,avg_price_2,avg_price_3,tot_passengers_0,tot_passengers_1,tot_passengers_2,tot_passengers_3,avg_dist_0,avg_dist_1,avg_dist_2,avg_dist_3,Airline.nane_0,tot_passengers_sqr_0,tot_passengers_sqr_1,tot_passengers_sqr_2,tot_passengers_sqr_3,QUARTER_0,avg_dist_sqr_0,avg_dist_sqr_1,avg_dist_sqr_2,avg_dist_sqr_3,AIRLINE_ID_0,Period_0,ID_0
4047,AA,13204,10423,242.904402985075,221.400152671756,252.851015228426,243.084606060606,168,165,209,208,1207.03731343284,1201.03053435114,1263.55329949239,1262.04242424242,American Airlines,28224.0,27225.0,43681.0,43264.0,1,1456939.07601916,1442474.3444438,1596566.94065809,1592751.0805877,4,1,4529
4050,AA,13204,10529,207.264117647059,205.082,208.773654822335,213.152857142857,17,15,212,190,1313.58823529412,1381.13333333333,1107.97969543147,1169.86363636364,American Airlines,289.0,225.0,44944.0,36100.0,1,1725514.05190311,1907529.28444444,1227619.00548842,1368580.92768595,4,1,4532
4052,AA,13204,10599,686.493333333333,176.215714285714,255.935641025641,275.945588235294,4,14,41,41,853.0,853.0,824.282051282051,826.235294117647,American Airlines,16.0,196.0,1681.0,1681.0,1,727609.0,727609.0,679440.900065746,682664.761245675,4,1,4534
4054,AA,13204,10685,262.131111111111,272.944705882353,352.565,309.134615384615,9,35,4,13,1348.33333333333,1388.52941176471,1398.0,1424.07692307692,American Airlines,81.0,1225.0,16.0,169.0,1,1818002.77777778,1928013.92733564,1954404.0,2027995.08284024,4,1,4536
4055,AA,13204,10693,255.5425,252.69619047619,207.945714285714,253.806396396396,12,22,145,136,998.0,959.52380952381,842.345864661654,842.288288288288,American Airlines,144.0,484.0,21025.0,18496.0,1,996004.0,920685.941043084,709546.55571259,709449.560587615,4,1,4537
4057,AA,13204,10721,263.726292134831,223.498275862069,204.201026119403,215.121329113924,94,96,680,614,1415.73033707865,1442.58620689655,1202.52052238806,1182.07594936709,American Airlines,8836.0,9216.0,462400.0,376996.0,1,2004292.38732483,2081054.96432818,1446055.60676445,1397303.5500721,4,1,4539
4058,AA,13204,10781,206.8,209.946666666667,261.249130434783,222.391904761905,1,15,25,21,1368.0,1338.0,1250.60869565217,1292.52380952381,American Airlines,1.0,225.0,625.0,441.0,1,1871424.0,1790244.0,1564022.10964083,1670617.79818594,4,1,4541
4060,AA,13204,10792,174.872,197.2755,195.89660130719,226.445,11,20,165,151,1283.8,1298.7,1097.7908496732,1065.5703125,American Airlines,121.0,400.0,27225.0,22801.0,1,1648142.44,1686621.69,1205144.74962621,1135440.09088135,4,1,4543
4061,AA,13204,10821,173.472666666667,195.2992,189.711441441441,154.449536423841,15,25,141,354,1132.66666666667,994.0,869.747747747748,873.403973509934,American Airlines,225.0,625.0,19881.0,125316.0,1,1282933.77777778,988036.0,756461.14471228,762834.500942941,4,1,4544
4064,AA,13204,10874,212.176666666667,206.99,235.951515151515,190.0516,3,3,39,70,1087.33333333333,862.0,912.848484848485,958.28,American Airlines,9.0,9.0,1521.0,4900.0,1,1182293.77777778,743044.0,833292.356290175,918300.5584,4,1,4547
4065,AA,13204,10980,154.0,246.666666666667,164.308333333333,176.732181818182,1,3,47,63,709.0,709.0,709.0,709.0,American Airlines,1.0,9.0,2209.0,3969.0,1,502681.0,502681.0,502681.0,502681.0,4,1,4548
4066,AA,13204,10990,227.0,285.391666666667,238.197142857143,199.331346153846,1,6,67,60,713.0,1572.0,834.492063492063,776.269230769231,American Airlines,1.0,36.0,4489.0,3600.0,1,508369.0,2471184.0,696377.004031242,602593.918639053,4,1,4549
4067,AA,13204,10994,300.465,509.768,250.354938271605,326.827857142857,2,5,84,45,681.0,681.0,641.555555555556,640.285714285714,American Airlines,4.0,25.0,7056.0,2025.0,1,463761.0,463761.0,411593.530864198,409965.795918367,4,1,4550
4068,AA,13204,11003,323.635625,284.156153846154,430.234285714286,238.82696969697,16,73,7,44,1376.875,1541.07692307692,1335.0,1247.18181818182,American Airlines,256.0,5329.0,49.0,1936.0,1,1895784.765625,2374918.08284024,1782225.0,1555462.48760331,4,1,4551
4069,AA,13204,11042,244.0,249.066,207.211392405063,219.284017857143,1,10,88,129,1272.0,1244.2,1030.46835443038,973.1875,American Airlines,1.0,100.0,7744.0,16641.0,1,1617984.0,1548033.64,1061865.02948245,947093.91015625,4,1,4552
4070,AA,13204,11057,345.381666666667,251.613636363636,336.869187817259,280.673897216274,6,82,2154,2558,842.0,485.0,485.851099830795,474.550321199143,American Airlines,36.0,6724.0,4639716.0,6543364.0,1,708964.0,235225.0,236051.291206793,225198.00735021,4,1,4553
4071,AA,13204,11066,235.7725,201.105,226.31484375,236.094590163934,4,21,72,67,1307.0,1238.4,982.296875,979.819672131148,American Airlines,16.0,441.0,5184.0,4489.0,1,1708249.0,1533634.56,964907.150634766,960046.589895189,4,1,4554
4072,AA,13204,11109,266.392112676056,262.602615384615,306.29679245283,261.702444444444,101,70,58,57,1581.61971830986,1577.0,1577.0,1598.46666666667,American Airlines,10201.0,4900.0,3364.0,3249.0,1,2501520.93334656,2486929.0,2486929.0,2555095.68444444,4,1,4555
4073,AA,13204,11146,294.43,228.395,317.123703703704,208.425161290323,2,6,27,35,848.5,742.166666666667,700.814814814815,730.161290322581,American Airlines,4.0,36.0,729.0,1225.0,1,719952.25,550811.361111111,491141.404663923,533135.509885536,4,1,4556
4074,AA,13204,11193,472.484,208.019333333333,265.692666666667,253.067407407407,5,15,47,31,1072.6,1150.6,977.955555555556,985.481481481482,American Airlines,25.0,225.0,2209.0,961.0,1,1150470.76,1323880.36,956397.068641975,971173.750342936,4,1,4557
4075,AA,13204,11203,347.0,228.391666666667,459.5,429.583333333333,1,20,6,6,1217.0,1267.0,1218.0,1218.0,American Airlines,1.0,400.0,36.0,36.0,1,1481089.0,1605289.0,1483524.0,1483524.0,4,1,4558
4076,AA,13204,11267,216.26875,193.866,242.321764705882,246.189454545455,16,20,55,66,1217.125,1224.45,1040.8431372549,1065.41818181818,American Airlines,256.0,400.0,3025.0,4356.0,1,1481393.265625,1499277.8025,1083354.43637063,1135115.90214876,4,1,4559
4077,AA,13204,11278,231.262153846154,203.971419753086,184.285454545455,206.140775269872,73,276,4395,3673,1022.72307692308,839.555555555556,773.635586635587,768.500490677134,American Airlines,5329.0,76176.0,19316025.0,13490929.0,1,1045962.49207101,704853.530864198,598512.020908988,590593.004170996,4,1,4560
4078,AA,13204,11292,209.839494949495,267.628636363636,273.71880952381,246.174561403509,119,70,134,125,1747.18181818182,1703.15151515152,1759.6746031746,1735.30701754386,American Airlines,14161.0,4900.0,17956.0,15625.0,1,3052644.30578512,2900725.0835629,3096454.7090577,3011290.44513697,4,1,4561
4079,AA,13204,11298,330.492402912621,310.014669966997,235.093768723787,268.288735777497,4668,4092,5591,6282,997.28640776699,1009.48102310231,1038.2522468544,1010.68331226296,American Airlines,21790224.0,16744464.0,31259281.0,39463524.0,1,994580.179116788,1019051.93600369,1077967.72809822,1021480.75768682,4,1,4562
4080,AA,13204,11423,245.016056338028,304.886326530612,276.318904109589,327.548428571429,79,101,77,75,1536.6338028169,1478.44897959184,1418.83561643836,1419.07142857143,American Airlines,6241.0,10201.0,5929.0,5625.0,1,2361243.44395953,2185811.38525614,2013094.50647401,2013763.71938776,4,1,4563
4081,AA,13204,11433,178.964166666667,202.7459375,196.664184782609,204.849349112426,12,34,211,204,1295.08333333333,1205.4375,1069.4347826087,1035.30769230769,American Airlines,144.0,1156.0,44521.0,41616.0,1,1677240.84027778,1453079.56640625,1143690.75425331,1071862.01775148,4,1,4564
4082,AA,13204,11540,310.649024390244,323.040131578947,273.020126582278,318.967333333333,97,86,83,88,1576.79268292683,1585.93421052632,1650.72151898734,1674.64,American Airlines,9409.0,7396.0,6889.0,7744.0,1,2486275.16493159,2515187.32011773,2724881.53324788,2804419.1296,4,1,4565
4085,AA,13204,11618,211.228888888889,270.041142857143,191.1229004329,173.166901408451,18,35,338,107,1360.77777777778,1275.2,1021.45454545455,1040.12676056338,American Airlines,324.0,1225.0,114244.0,11449.0,1,1851716.16049383,1626135.04,1043369.38842975,1081863.67804007,4,1,4568
4087,AA,13204,11637,349.163333333333,278.5309375,458.2,415.895833333333,3,36,5,12,1562.0,1652.0,1718.4,1594.58333333333,American Airlines,9.0,1296.0,25.0,144.0,1,2439844.0,2729104.0,2952898.56,2542696.00694444,4,1,4570
4088,AA,13204,11638,250.107592592593,297.270555555556,356.637741935484,308.293518518519,59,61,96,118,2370.25925925926,2357.53703703704,2340.41935483871,2335.52777777778,American Airlines,3481.0,3721.0,9216.0,13924.0,1,5618128.95610425,5557980.88100137,5477562.75650364,5454690.00077161,4,1,4571
4090,AA,13204,11721,176.23,184.119677419355,211.25,223.009375,5,36,8,19,1228.0,1232.0,1228.0,1280.75,American Airlines,25.0,1296.0,64.0,361.0,1,1507984.0,1517824.0,1507984.0,1640320.5625,4,1,4574
4091,AA,13204,11775,285.162777777778,255.091764705882,318.1875,303.90625,18,69,8,17,1608.66666666667,1662.85294117647,1562.625,1550.5625,American Airlines,324.0,4761.0,64.0,289.0,1,2587808.44444444,2765079.90397924,2441796.890625,2404244.06640625,4,1,4575
4092,AA,13204,11823,216.25,282.623214285714,424.786842105263,366.708,4,29,19,10,1332.5,1344.42857142857,1087.84210526316,1181.4,American Airlines,16.0,841.0,361.0,100.0,1,1775556.25,1807488.18367347,1183400.44598338,1395705.96,4,1,4576
4095,AA,13204,11977,260.5,303.262083333333,384.7925,318.0,4,30,8,11,1178.0,1178.0,1178.0,1178.0,American Airlines,16.0,900.0,64.0,121.0,1,1387684.0,1387684.0,1387684.0,1387684.0,4,1,4579
4096,AA,13204,11986,260.811666666667,211.577857142857,251.101111111111,239.784102564103,6,44,37,44,1593.0,1514.42857142857,1246.63888888889,1125.0,American Airlines,36.0,1936.0,1369.0,1936.0,1,2537649.0,2293493.89795918,1554108.51929012,1265625.0,4,1,4580
4097,AA,13204,11995,288.47,241.5,266.253018867925,273.356031746032,9,4,113,80,902.0,638.75,570.867924528302,608.380952380952,American Airlines,81.0,16.0,12769.0,6400.0,1,813604.0,408001.5625,325890.187255251,370127.383219955,4,1,4581
4098,AA,13204,11996,199.8,390.3475,266.803717948718,287.794117647059,1,4,84,47,543.0,696.0,543.0,543.0,American Airlines,1.0,16.0,7056.0,2209.0,1,294849.0,484416.0,294849.0,294849.0,4,1,4582
4099,AA,13204,12173,492.735921052632,536.667590361446,490.023053435114,523.901079136691,82,90,138,159,4798.30263157895,4791.71084337349,4778.75572519084,4802.18705035971,American Airlines,6724.0,8100.0,19044.0,25281.0,1,23023708.1442175,22960492.8065031,22836506.2810442,23061000.4666425,4,1,4583
4101,AA,13204,12217,176.0,338.069166666667,310.543225806452,281.358823529412,1,20,35,17,801.0,979.5,858.870967741935,801.0,American Airlines,1.0,400.0,1225.0,289.0,1,641601.0,959420.25,737659.339229969,641601.0,4,1,4585
4102,AA,13204,12264,244.396111111111,314.3725,183.031851851852,189.193548387097,18,4,61,31,1113.0,951.5,856.296296296296,831.677419354839,American Airlines,324.0,16.0,3721.0,961.0,1,1238769.0,905352.25,733243.347050754,691687.329864724,4,1,4586
4103,AA,13204,12266,225.370617283951,242.29696969697,230.829487179487,244.496352941176,92,68,128,96,1171.1975308642,1194.4696969697,1262.31623931624,1247.87058823529,American Airlines,8464.0,4624.0,16384.0,9216.0,1,1371703.65630239,1426757.85697888,1593442.28804149,1557181.0049827,4,1,4587
4104,AA,13204,12278,260.377209302326,229.892470588235,316.320882352941,334.1909375,109,96,35,69,1322.22093023256,1349.23529411765,1337.70588235294,1372.375,American Airlines,11881.0,9216.0,1225.0,4761.0,1,1748268.18834505,1820435.87889273,1789457.02768166,1883413.140625,4,1,4588
4106,AA,13204,12339,309.536956521739,205.958775510204,250.558229166667,220.683095238095,23,50,98,141,1352.69565217391,1330.87755102041,1108.76041666667,1032.40476190476,American Airlines,529.0,2500.0,9604.0,19881.0,1,1829785.52741021,1771235.05581008,1229349.66156684,1065859.59240363,4,1,4590
4108,AA,13204,12478,206.429621342513,228.912786885246,214.112964118565,197.482115677321,1228,887,1119,1395,950.598967297762,955.586520947177,963.89391575663,960.888888888889,American Airlines,1507984.0,786769.0,1252161.0,1946025.0,1,903638.396627572,913145.599015929,929091.48083265,923307.456790123,4,1,4592
4109,AA,13204,12889,343.16175257732,325.246494252874,292.741,327.14921641791,204,188,327,290,2256.19072164948,2165.35057471264,2165.96551724138,2155.46641791045,American Airlines,41616.0,35344.0,106929.0,84100.0,1,5090396.57245722,4688743.11140838,4691406.62187872,4646035.4787397,4,1,4593
4110,AA,13204,12892,370.069284188034,361.79490396927,266.486854020297,262.587404844291,1773,1554,2518,2607,2235.94337606838,2242.93213828425,2248.12021857923,2254.22923875433,American Airlines,3143529.0,2414916.0,6340324.0,6796449.0,1,4999442.78098405,5030744.57694836,5054044.51718475,5081549.4608549,4,1,4594
4112,AA,13204,12953,257.034545454545,219.561264367816,206.589210084034,177.570582386364,22,91,999,1508,1357.27272727273,1189.31034482759,976.852100840336,980.890625,American Airlines,484.0,8281.0,998001.0,2274064.0,1,1842189.25619835,1414459.09631391,954240.026916178,962146.418212891,4,1,4597
4114,AA,13204,12992,282.931132075472,299.114,315.7044,442.016428571429,60,36,28,31,1280.39622641509,1278.45714285714,1200.76,1211.42857142857,American Airlines,3600.0,1296.0,784.0,961.0,1,1639414.49661801,1634452.66612245,1441824.5776,1467559.18367347,4,1,4599
4115,AA,13204,13198,207.2885,221.099316239316,233.827226277372,226.445478723404,105,131,146,210,1432.525,1420.0,1406.21897810219,1384.77127659574,American Airlines,11025.0,17161.0,21316.0,44100.0,1,2052127.875625,2016400.0,1977451.81437477,1917591.48848461,4,1,4600
4116,AA,13204,13230,717.0,212.0,275.470703125,246.761907514451,1,4,135,190,1599.0,1256.0,919.828125,906.190751445087,American Airlines,1.0,16.0,18225.0,36100.0,1,2556801.0,1577536.0,846083.779541016,821181.678004611,4,1,4601
4117,AA,13204,13244,384.024,194.759,213.071439393939,201.849025974026,5,20,154,197,1124.2,1048.4,1002.15909090909,991.720779220779,American Airlines,25.0,400.0,23716.0,38809.0,1,1263825.64,1099142.56,1004322.84349174,983510.10393827,4,1,4603
4118,AA,13204,13256,245.309811320755,241.723088235294,366.626,376.137931034483,64,86,37,30,1454.0,1454.0,1486.62857142857,1454.0,American Airlines,4096.0,7396.0,1369.0,900.0,1,2114116.0,2114116.0,2210064.50938775,2114116.0,4,1,4604
4120,AA,13204,13303,243.47206405694,232.01219123506,172.384043392505,200.918255613126,1272,1157,1744,1690,192.0,192.0,192.0,192.0,American Airlines,1617984.0,1338649.0,3041536.0,2856100.0,1,36864.0,36864.0,36864.0,36864.0,4,1,4606
4121,AA,13204,13342,187.7575,194.2988,218.113103448276,230.996349206349,16,56,61,74,1368.25,1603.3,1254.96551724138,1267.63492063492,American Airlines,256.0,3136.0,3721.0,5476.0,1,1872108.0625,2570570.89,1574938.44946492,1606898.2920131,4,1,4607
4122,AA,13204,13367,319.357142857143,233.008378378378,400.722222222222,247.188888888889,8,38,10,30,1372.0,1356.86486486486,1262.22222222222,1262.22222222222,American Airlines,64.0,1444.0,100.0,900.0,1,1882384.0,1841082.26150475,1593204.9382716,1593204.9382716,4,1,4608
4123,AA,13204,13485,321.901428571429,249.401612903226,362.97619047619,279.684210526316,7,36,22,47,1311.0,1448.32258064516,1245.0,1234.02631578947,American Airlines,49.0,1296.0,484.0,2209.0,1,1718721.0,2097638.29760666,1550025.0,1522820.94806094,4,1,4609
4124,AA,13204,13487,191.516964285714,182.391475409836,199.873384615385,197.392183908046,69,228,215,95,1696.80357142857,1633.28961748634,1484.24615384615,1518.14942528736,American Airlines,4761.0,51984.0,46225.0,9025.0,1,2879142.36001275,2667634.97458867,2202986.6452071,2304777.67750033,4,1,4610
4125,AA,13204,13495,204.216853932584,244.675074626866,213.409848484848,225.538888888889,99,68,141,111,895.224719101124,1131.26865671642,1055.35606060606,1085.05050505051,American Airlines,9801.0,4624.0,19881.0,12321.0,1,801427.297689686,1279768.77366897,1113776.41465794,1177334.59851036,4,1,4611
4126,AA,13204,13796,232.86,333.86,300.288630136986,355.6471875,1,1,85,32,2495.0,2495.0,2505.42465753425,2507.25,American Airlines,1.0,1.0,7225.0,1024.0,1,6225025.0,6225025.0,6277152.7145806,6286302.5625,4,1,4612
4127,AA,13204,13830,606.438947368421,684.753928571429,576.414814814815,653.964222222222,38,31,55,45,4711.31578947368,4736.53571428571,4696.22222222222,4699.46666666667,American Airlines,1444.0,961.0,3025.0,2025.0,1,22196496.468144,22434770.5727041,22054503.1604938,22084986.9511111,4,1,4613
4128,AA,13204,13851,271.563265306122,288.214155844156,310.717216494845,304.119316239316,225,194,112,134,1160.0,1174.37012987013,1245.82474226804,1202.57264957265,American Airlines,50625.0,37636.0,12544.0,17956.0,1,1345600.0,1379145.20193119,1552079.28844723,1446180.97750018,4,1,4614
4129,AA,13204,13871,233.584526315789,237.248211382114,270.871090909091,228.891343283582,112,148,59,85,1538.76842105263,1518.24390243902,1469.14545454545,1476.28358208955,American Airlines,12544.0,21904.0,3481.0,7225.0,1,2367808.25362881,2305064.54729328,2158388.36661157,2179413.21474716,4,1,4615
4130,AA,13204,13891,302.349558823529,321.246333333333,274.771687242798,312.619723502304,112,100,273,249,2173.05882352941,2191.6,2177.76543209877,2180.85714285714,American Airlines,12544.0,10000.0,74529.0,62001.0,1,4722184.65051903,4803110.56,4742662.27724432,4756137.87755102,4,1,4616
4131,AA,13204,13930,310.685246305419,260.558220338983,209.813082021541,219.211733333333,2330,2839,4409,5250,1054.07266009852,1028.90254237288,1020.67854183927,1037.97019607843,American Airlines,5428900.0,8059921.0,19439281.0,27562500.0,1,1111069.17276717,1058640.44170138,1041784.68577114,1077382.1279471,4,1,4617
4132,AA,13204,13931,328.371666666667,210.488,222.661886792453,263.979837398374,7,10,118,144,1194.0,1080.2,820.679245283019,835.0,American Airlines,49.0,100.0,13924.0,20736.0,1,1425636.0,1166832.04,673514.423638306,697225.0,4,1,4618
4133,AA,13204,14057,274.82,310.589885057471,293.804096385542,299.986422018349,167,89,308,249,2642.67910447761,2654.40229885057,2739.62248995984,2735.09633027523,American Airlines,27889.0,7921.0,94864.0,62001.0,1,6983752.84924259,7045851.56414322,7505531.38749375,7480751.93588503,4,1,4620
4135,AA,13204,14100,216.116666666667,189.560053763441,195.565285190999,222.958077419355,6,486,9482,7791,1147.66666666667,893.182795698925,875.968079539508,868.055483870968,American Airlines,36.0,236196.0,89908324.0,60699681.0,1,1317138.77777778,797775.506532547,767320.076372134,753520.32307846,4,1,4622
4136,AA,13204,14107,254.893619047619,313.830714285714,284.915535097814,351.322149929279,141,142,2257,2029,2001.82857142857,1941.82142857143,1918.42117376295,1902.26166902405,American Airlines,19881.0,20164.0,5094049.0,4116841.0,1,4007317.62938775,3770670.46045918,3680339.799942,3618599.45743815,4,1,4623
4137,AA,13204,14122,363.25,210.685217391304,199.613307984791,246.090970873786,8,24,315,240,1369.375,1048.04347826087,925.802281368821,921.519417475728,American Airlines,64.0,576.0,99225.0,57600.0,1,1875187.890625,1098395.13232514,857109.864187714,849198.036784805,4,1,4624
4138,AA,13204,14193,358.207333333333,339.991,302.0,247.772105263158,15,10,9,20,722.0,722.0,722.0,722.0,American Airlines,225.0,100.0,81.0,400.0,1,521284.0,521284.0,521284.0,521284.0,4,1,4625
4139,AA,13204,14262,325.1224,377.462272727273,352.908684210526,343.545,52,46,80,101,2176.5,2185.45454545455,2139.21052631579,2155.07291666667,American Airlines,2704.0,2116.0,6400.0,10201.0,1,4737152.25,4776211.57024793,4576221.67590028,4644339.27615017,4,1,4627
4140,AA,13204,14307,147.34,186.518,194.86,261.706380952381,1,5,119,125,1115.0,1301.0,1126.79439252336,1131.01904761905,American Airlines,1.0,25.0,14161.0,15625.0,1,1243225.0,1692601.0,1269665.6030221,1279204.0860771,4,1,4628
4141,AA,13204,14321,183.146666666667,150.21,263.299285714286,242.488733333333,3,1,116,178,1235.66666666667,1241.0,1248.0,1254.22666666667,American Airlines,9.0,1.0,13456.0,31684.0,1,1526872.11111111,1540081.0,1557504.0,1573084.53137778,4,1,4629
4142,AA,13204,14492,220.196956521739,201.284375,211.901914893617,252.014573643411,25,16,164,160,912.826086956522,885.375,643.943262411348,656.852713178295,American Airlines,625.0,256.0,26896.0,25600.0,1,833251.465028355,783888.890625,414662.92520497,431455.486809687,4,1,4630
4143,AA,13204,14524,198.024,142.932222222222,228.094533333333,187.566885245902,5,9,165,238,909.4,1156.77777777778,791.186666666667,805.131147540984,American Airlines,25.0,81.0,27225.0,56644.0,1,827008.36,1338134.82716049,625976.341511111,648236.164740661,4,1,4631
4144,AA,13204,14570,325.579411764706,299.7584,313.974715447154,315.04976744186,35,27,138,139,2496.58823529412,2405.0,2442.39837398374,2430.6976744186,American Airlines,1225.0,729.0,19044.0,19321.0,1,6232952.816609,5784025.0,5965309.81723842,5908291.18442401,4,1,4632
4146,AA,13204,14576,208.12,195.353571428571,234.510108695652,274.973917525773,1,14,96,106,1118.0,1439.57142857143,1105.27173913043,1099.34020618557,American Airlines,1.0,196.0,9216.0,11236.0,1,1249924.0,2072365.89795918,1221625.61732042,1208548.88893612,4,1,4634
4147,AA,13204,14679,265.777005649718,244.919272727273,278.304156976744,306.937398648649,207,270,367,327,2240.66101694915,2199.80454545455,2257.17441860465,2194.55743243243,American Airlines,42849.0,72900.0,134689.0,106929.0,1,5020561.79287561,4839140.03820248,5094836.35600325,4816082.32424443,4,1,4635
4148,AA,13204,14683,256.979016393443,235.576556291391,256.645032258065,293.3785,161,195,174,153,1241.3606557377,1255.67549668874,1311.70967741935,1330.39285714286,American Airlines,25921.0,38025.0,30276.0,23409.0,1,1540976.27761354,1576720.95298452,1720582.27783559,1769945.15433673,4,1,4636
4149,AA,13204,14730,209.1225,166.083333333333,212.169791666667,249.342826086957,8,9,54,71,989.875,1083.83333333333,868.458333333333,879.391304347826,American Airlines,64.0,81.0,2916.0,5041.0,1,979852.515625,1174694.69444444,754219.876736111,773329.066162571,4,1,4637
4150,AA,13204,14747,269.723419689119,242.52765578635,255.504679144385,299.40560311284,227,458,433,291,2709.17616580311,2698.25222551929,2718.97058823529,2749.99610894942,American Airlines,51529.0,209764.0,187489.0,84681.0,1,7339635.49735563,7280565.07251979,7392801.05968858,7562478.59923693,4,1,4638
4151,AA,13204,14771,334.449957446809,306.821967871486,292.848337408313,278.917052341598,265,318,475,422,2588.22553191489,2550.47791164659,2599.56234718826,2550.87878787879,American Airlines,70225.0,101124.0,225625.0,178084.0,1,6698911.40405613,6504937.57779713,6757724.39691896,6506982.59044995,4,1,4639
4152,AA,13204,14783,315.008148148148,262.786315789474,459.7615,364.341470588235,28,102,20,38,1366.40740740741,1385.71578947368,1324.55,1346.26470588235,American Airlines,784.0,10404.0,400.0,1444.0,1,1867069.20301783,1920208.24919668,1754432.7025,1812428.6583045,4,1,4640
4153,AA,13204,14814,361.083333333333,229.246779661017,347.4375,350.454545454545,12,64,8,12,1175.0,1187.66101694915,1241.5,1175.0,American Airlines,144.0,4096.0,64.0,144.0,1,1380625.0,1410538.6911807,1541322.25,1380625.0,4,1,4641
4154,AA,13204,14831,318.821743119266,324.285443037975,292.174245283019,332.4565,125,83,365,218,2477.36697247706,2444.56962025316,2490.41194968553,2462.65,American Airlines,15625.0,6889.0,133225.0,47524.0,1,6137347.11632018,5975920.6282647,6202151.67913651,6064645.0225,4,1,4642
4155,AA,13204,14843,199.546194690265,211.039880952381,162.249386792453,229.603955223881,157,113,609,235,1248.54867256637,1237.0,1371.09433962264,1342.01492537313,American Airlines,24649.0,12769.0,370881.0,55225.0,1,1558873.78776725,1530169.0,1879899.68814525,1801004.05992426,4,1,4643
4156,AA,13204,14869,300.710819672131,232.24024691358,214.362075471698,222.854810810811,65,89,180,238,2060.6393442623,2060.43209876543,2183.86163522013,2207.60540540541,American Airlines,4225.0,7921.0,32400.0,56644.0,1,4246234.50712174,4245380.43362292,4769251.64178632,4873521.62597516,4,1,4644
4157,AA,13204,14893,293.508695652174,347.021348314607,276.359732441472,319.042242990654,107,104,363,355,2437.63043478261,2464.16853932584,2500.58862876254,2521.5046728972,American Airlines,11449.0,10816.0,131769.0,126025.0,1,5942042.13657845,6072126.59020326,6252943.49029653,6357985.8154424,4,1,4645
4158,AA,13204,14908,301.453097826087,306.578388888889,318.520257352941,331.127992957746,257,222,304,339,2210.5,2201.12777777778,2207.98161764706,2208.70422535211,American Airlines,66049.0,49284.0,92416.0,114921.0,1,4886310.25,4844963.49410494,4875182.82386732,4878374.35508828,4,1,4646
4159,AA,13204,15016,208.772865497076,283.844387755102,243.272782608696,228.54935483871,200,103,120,169,1382.22807017544,1412.78571428571,1196.80869565217,1199.04516129032,American Airlines,40000.0,10609.0,14400.0,28561.0,1,1910554.43798092,1995963.4744898,1432351.05398866,1437709.29881374,4,1,4647
4160,AA,13204,15024,250.785,245.428292682927,257.411568627451,259.991560283688,143,190,246,219,1299.0,1298.13821138211,1335.02614379085,1312.53191489362,American Airlines,20449.0,36100.0,60516.0,47961.0,1,1687401.0,1685162.81585035,1782294.80460507,1722740.02761431,4,1,4648
4161,AA,13204,15027,272.626666666667,333.229,254.853965517241,244.523432835821,50,33,71,107,1331.0,1331.0,1331.22413793103,1331.0,American Airlines,2500.0,1089.0,5041.0,11449.0,1,1771561.0,1771561.0,1772157.70541023,1771561.0,4,1,4649
4163,AA,13204,15096,215.499375,211.014,225.089627659574,228.723201970443,16,10,206,236,1410.5,1434.4,1088.5,1089.60098522167,American Airlines,256.0,100.0,42436.0,55696.0,1,1989510.25,2057503.36,1184832.25,1187230.30699604,4,1,4651
4165,AA,13204,15370,292.944841269841,310.198846153846,290.008693181818,297.34176056338,168,113,209,187,1239.25396825397,1236.61538461538,1270.72727272727,1254.90845070423,American Airlines,28224.0,12769.0,43681.0,34969.0,1,1535750.39783321,1529217.60946746,1614747.80165289,1574795.21964888,4,1,4654
4166,AA,13204,15376,346.171711711712,306.316153846154,305.851883116883,344.775,124,133,178,180,1865.68468468468,1883.71794871795,1891.9025974026,1895.75,American Airlines,15376.0,17689.0,31684.0,32400.0,1,3480779.34266699,3548393.31032216,3579295.43805869,3593868.0625,4,1,4655
4167,AA,13204,15380,134.0,211.411,314.384545454545,301.666666666667,2,32,11,6,1229.0,1257.13333333333,1229.0,1239.33333333333,American Airlines,4.0,1024.0,121.0,36.0,1,1510441.0,1580384.21777778,1510441.0,1535947.11111111,4,1,4656
4168,AA,13204,15412,315.5,324.295555555556,345.24935483871,321.293666666667,5,9,35,39,645.0,830.555555555556,682.838709677419,663.366666666667,American Airlines,25.0,81.0,1225.0,1521.0,1,416025.0,689822.530864198,466268.703433923,440055.334444444,4,1,4657
4169,AA,13204,15919,315.31,351.277757009346,398.463928571429,408.657555555556,75,112,28,53,1303.58823529412,1272.63551401869,1268.35714285714,1273.42222222222,American Airlines,5625.0,12544.0,784.0,2809.0,1,1699342.28719723,1619601.15154162,1608729.84183673,1621604.15604938,4,1,4658
4171,AA,13230,10423,955.01,432.318333333333,329.422727272727,310.972307692308,1,6,22,40,1577.0,1550.83333333333,1473.90909090909,1483.87179487179,American Airlines,1.0,36.0,484.0,1600.0,1,2486929.0,2405084.02777778,2172408.00826446,2201875.50361604,4,1,4660
4172,AA,13230,10693,604.89,434.7525,289.972631578947,320.156666666667,1,8,19,30,1003.0,904.75,741.947368421053,749.733333333333,American Airlines,1.0,64.0,361.0,900.0,1,1006009.0,818572.5625,550485.897506925,562100.071111111,4,1,4661
